,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area_ISO3
14394,Cassava,2013,1083.0,45620.0,27.44,IND
14395,Cassava,2013,1083.0,45620.0,26.99,IND
14396,Maize,2013,1083.0,45620.0,26.69,IND
14397,Maize,2013,1083.0,45620.0,27.61,IND
14398,Maize,2013,1083.0,45620.0,27.1,IND
14399,Maize,2013,1083.0,45620.0,25.44,IND
14400,Maize,2013,1083.0,45620.0,26.61,IND
14401,Maize,2013,1083.0,45620.0,26.37,IND
14402,Maize,2013,1083.0,45620.0,26.71,IND
14403,Maize,2013,1083.0,45620.0,27.37,IND
14404,Maize,2013,1083.0,45620.0,28.85,IND
14405,Maize,2013,1083.0,45620.0,25.94,IND
14406,Maize,2013,1083.0,45620.0,26.84,IND
14407,Maize,2013,1083.0,45620.0,26.12,IND
14408,Maize,2013,1083.0,45620.0,25.44,IND
14409,Maize,2013,1083.0,45620.0,27.11,IND
14410,Maize,2013,1083.0,45620.0,26.71,IND
14411,Maize,2013,1083.0,45620.0,26.79,IND
14412,Maize,2013,1083.0,45620.0,25.85,IND
14413,Maize,2013,1083.0,45620.0,27.14,IND
14414,Maize,2013,1083.0,45620.0,25.98,IND
14415,Maize,2013,1083.0,45620.0,27.44,IND
14416,Maize,2013,1083.0,45620.0,27.44,IND
14417,Maize,2013,1083.0,45620.0,26.99,IND
14418,Potatoes,2013,1083.0,45620.0,26.69,IND
14419,Potatoes,2013,1083.0,45620.0,27.61,IND
14420,Potatoes,2013,1083.0,45620.0,27.1,IND
14421,Potatoes,2013,1083.0,45620.0,25.44,IND
14422,Potatoes,2013,1083.0,45620.0,26.61,IND
14423,Potatoes,2013,1083.0,45620.0,26.37,IND
14424,Potatoes,2013,1083.0,45620.0,26.71,IND
14425,Potatoes,2013,1083.0,45620.0,27.37,IND
14426,Potatoes,2013,1083.0,45620.0,28.85,IND
14427,Potatoes,2013,1083.0,45620.0,25.94,IND
14428,Potatoes,2013,1083.0,45620.0,26.84,IND
14429,Potatoes,2013,1083.0,45620.0,26.12,IND
14430,Potatoes,2013,1083.0,45620.0,25.44,IND
14431,Potatoes,2013,1083.0,45620.0,27.11,IND
14432,Potatoes,2013,1083.0,45620.0,26.71,IND
14433,Potatoes,2013,1083.0,45620.0,26.79,IND
14434,Potatoes,2013,1083.0,45620.0,25.85,IND
14435,Potatoes,2013,1083.0,45620.0,27.14,IND
14436,Potatoes,2013,1083.0,45620.0,25.98,IND
14437,Potatoes,2013,1083.0,45620.0,27.44,IND
14438,Potatoes,2013,1083.0,45620.0,27.44,IND
14439,Potatoes,2013,1083.0,45620.0,26.99,IND
14440,"Rice, paddy",2013,1083.0,45620.0,26.69,IND
14441,"Rice, paddy",2013,1083.0,45620.0,27.61,IND
14442,"Rice, paddy",2013,1083.0,45620.0,27.1,IND
14443,"Rice, paddy",2013,1083.0,45620.0,25.44,IND
14444,"Rice, paddy",2013,1083.0,45620.0,26.61,IND
14445,"Rice, paddy",2013,1083.0,45620.0,26.37,IND
14446,"Rice, paddy",2013,1083.0,45620.0,26.71,IND
14447,"Rice, paddy",2013,1083.0,45620.0,27.37,IND
14448,"Rice, paddy",2013,1083.0,45620.0,28.85,IND
14449,"Rice, paddy",2013,1083.0,45620.0,25.94,IND
14450,"Rice, paddy",2013,1083.0,45620.0,26.84,IND
14451,"Rice, paddy",2013,1083.0,45620.0,26.12,IND
14452,"Rice, paddy",2013,1083.0,45620.0,25.44,IND
14453,"Rice, paddy",2013,1083.0,45620.0,27.11,IND
14454,"Rice, paddy",2013,1083.0,45620.0,26.71,IND
14455,"Rice, paddy",2013,1083.0,45620.0,26.79,IND
14456,"Rice, paddy",2013,1083.0,45620.0,25.85,IND
14457,"Rice, paddy",2013,1083.0,45620.0,27.14,IND
14458,"Rice, paddy",2013,1083.0,45620.0,25.98,IND
14459,"Rice, paddy",2013,1083.0,45620.0,27.44,IND
14460,"Rice, paddy",2013,1083.0,45620.0,27.44,IND
14461,"Rice, paddy",2013,1083.0,45620.0,26.99,IND
14462,Sorghum,2013,1083.0,45620.0,26.69,IND
14463,Sorghum,2013,1083.0,45620.0,27.61,IND
14464,Sorghum,2013,1083.0,45620.0,27.1,IND
14465,Sorghum,2013,1083.0,45620.0,25.44,IND
14466,Sorghum,2013,1083.0,45620.0,26.61,IND
14467,Sorghum,2013,1083.0,45620.0,26.37,IND
14468,Sorghum,2013,1083.0,45620.0,26.71,IND
14469,Sorghum,2013,1083.0,45620.0,27.37,IND
14470,Sorghum,2013,1083.0,45620.0,28.85,IND
14471,Sorghum,2013,1083.0,45620.0,25.94,IND
14472,Sorghum,2013,1083.0,45620.0,26.84,IND
14473,Sorghum,2013,1083.0,45620.0,26.12,IND
14474,Sorghum,2013,1083.0,45620.0,25.44,IND
14475,Sorghum,2013,1083.0,45620.0,27.11,IND
14476,Sorghum,2013,1083.0,45620.0,26.71,IND
14477,Sorghum,2013,1083.0,45620.0,26.79,IND
14478,Sorghum,2013,1083.0,45620.0,25.85,IND
14479,Sorghum,2013,1083.0,45620.0,27.14,IND
14480,Sorghum,2013,1083.0,45620.0,25.98,IND
14481,Sorghum,2013,1083.0,45620.0,27.44,IND
14482,Sorghum,2013,1083.0,45620.0,27.44,IND
14483,Sorghum,2013,1083.0,45620.0,26.99,IND
14484,Soybeans,2013,1083.0,45620.0,26.69,IND
14485,Soybeans,2013,1083.0,45620.0,27.61,IND
14486,Soybeans,2013,1083.0,45620.0,27.1,IND
14487,Soybeans,2013,1083.0,45620.0,25.44,IND
14488,Soybeans,2013,1083.0,45620.0,26.61,IND
14489,Soybeans,2013,1083.0,45620.0,26.37,IND
14490,Soybeans,2013,1083.0,45620.0,26.71,IND
14491,Soybeans,2013,1083.0,45620.0,27.37,IND
14492,Soybeans,2013,1083.0,45620.0,28.85,IND
14493,Soybeans,2013,1083.0,45620.0,25.94,IND
14494,Soybeans,2013,1083.0,45620.0,26.84,IND
14495,Soybeans,2013,1083.0,45620.0,26.12,IND
14496,Soybeans,2013,1083.0,45620.0,25.44,IND
14497,Soybeans,2013,1083.0,45620.0,27.11,IND
14498,Soybeans,2013,1083.0,45620.0,26.71,IND
14499,Soybeans,2013,1083.0,45620.0,26.79,IND
14500,Soybeans,2013,1083.0,45620.0,25.85,IND
14501,Soybeans,2013,1083.0,45620.0,27.14,IND
14502,Soybeans,2013,1083.0,45620.0,25.98,IND
14503,Soybeans,2013,1083.0,45620.0,27.44,IND
14504,Soybeans,2013,1083.0,45620.0,27.44,IND
14505,Soybeans,2013,1083.0,45620.0,26.99,IND
14506,Sweet potatoes,2013,1083.0,45620.0,26.69,IND
14507,Sweet potatoes,2013,1083.0,45620.0,27.61,IND
14508,Sweet potatoes,2013,1083.0,45620.0,27.1,IND
14509,Sweet potatoes,2013,1083.0,45620.0,25.44,IND
14510,Sweet potatoes,2013,1083.0,45620.0,26.61,IND
14511,Sweet potatoes,2013,1083.0,45620.0,26.37,IND
14512,Sweet potatoes,2013,1083.0,45620.0,26.71,IND
14513,Sweet potatoes,2013,1083.0,45620.0,27.37,IND
14514,Sweet potatoes,2013,1083.0,45620.0,28.85,IND
14515,Sweet potatoes,2013,1083.0,45620.0,25.94,IND
14516,Sweet potatoes,2013,1083.0,45620.0,26.84,IND
14517,Sweet potatoes,2013,1083.0,45620.0,26.12,IND
14518,Sweet potatoes,2013,1083.0,45620.0,25.44,IND
14519,Sweet potatoes,2013,1083.0,45620.0,27.11,IND
14520,Sweet potatoes,2013,1083.0,45620.0,26.71,IND
14521,Sweet potatoes,2013,1083.0,45620.0,26.79,IND
14522,Sweet potatoes,2013,1083.0,45620.0,25.85,IND
14523,Sweet potatoes,2013,1083.0,45620.0,27.14,IND
14524,Sweet potatoes,2013,1083.0,45620.0,25.98,IND
14525,Sweet potatoes,2013,1083.0,45620.0,27.44,IND
14526,Sweet potatoes,2013,1083.0,45620.0,27.44,IND
14527,Sweet potatoes,2013,1083.0,45620.0,26.99,IND
14528,Wheat,2013,1083.0,45620.0,26.69,IND
14529,Wheat,2013,1083.0,45620.0,27.61,IND
14530,Wheat,2013,1083.0,45620.0,27.1,IND
14531,Wheat,2013,1083.0,45620.0,25.44,IND
14532,Wheat,2013,1083.0,45620.0,26.61,IND
14533,Wheat,2013,1083.0,45620.0,26.37,IND
14534,Wheat,2013,1083.0,45620.0,26.71,IND
14535,Wheat,2013,1083.0,45620.0,27.37,IND
14536,Wheat,2013,1083.0,45620.0,28.85,IND
14537,Wheat,2013,1083.0,45620.0,25.94,IND
14538,Wheat,2013,1083.0,45620.0,26.84,IND
14539,Wheat,2013,1083.0,45620.0,26.12,IND
14540,Wheat,2013,1083.0,45620.0,25.44,IND
14541,Wheat,2013,1083.0,45620.0,27.11,IND
14542,Wheat,2013,1083.0,45620.0,26.71,IND
14543,Wheat,2013,1083.0,45620.0,26.79,IND
14544,Wheat,2013,1083.0,45620.0,25.85,IND
14545,Wheat,2013,1083.0,45620.0,27.14,IND
14546,Wheat,2013,1083.0,45620.0,25.98,IND
14547,Wheat,2013,1083.0,45620.0,27.44,IND
14548,Wheat,2013,1083.0,45620.0,27.44,IND
14549,Wheat,2013,1083.0,45620.0,26.99,IND
14550,Cassava,1990,2702.0,2432.0,25.37,IDN
14551,Cassava,1990,2702.0,2432.0,27.05,IDN
14552,Cassava,1990,2702.0,2432.0,27.11,IDN
14553,Cassava,1990,2702.0,2432.0,27.18,IDN
14554,Cassava,1990,2702.0,2432.0,26.79,IDN
14555,Cassava,1990,2702.0,2432.0,27.47,IDN
14556,Maize,1990,2702.0,2432.0,25.37,IDN
14557,Maize,1990,2702.0,2432.0,27.05,IDN
14558,Maize,1990,2702.0,2432.0,27.11,IDN
14559,Maize,1990,2702.0,2432.0,27.18,IDN
14560,Maize,1990,2702.0,2432.0,26.79,IDN
14561,Maize,1990,2702.0,2432.0,27.47,IDN
14562,Potatoes,1990,2702.0,2432.0,25.37,IDN
14563,Potatoes,1990,2702.0,2432.0,27.05,IDN
14564,Potatoes,1990,2702.0,2432.0,27.11,IDN
14565,Potatoes,1990,2702.0,2432.0,27.18,IDN
14566,Potatoes,1990,2702.0,2432.0,26.79,IDN
14567,Potatoes,1990,2702.0,2432.0,27.47,IDN
14568,"Rice, paddy",1990,2702.0,2432.0,25.37,IDN
14569,"Rice, paddy",1990,2702.0,2432.0,27.05,IDN
14570,"Rice, paddy",1990,2702.0,2432.0,27.11,IDN
14571,"Rice, paddy",1990,2702.0,2432.0,27.18,IDN
14572,"Rice, paddy",1990,2702.0,2432.0,26.79,IDN
14573,"Rice, paddy",1990,2702.0,2432.0,27.47,IDN
14574,Soybeans,1990,2702.0,2432.0,25.37,IDN
14575,Soybeans,1990,2702.0,2432.0,27.05,IDN
14576,Soybeans,1990,2702.0,2432.0,27.11,IDN
14577,Soybeans,1990,2702.0,2432.0,27.18,IDN
14578,Soybeans,1990,2702.0,2432.0,26.79,IDN
14579,Soybeans,1990,2702.0,2432.0,27.47,IDN
14580,Sweet potatoes,1990,2702.0,2432.0,25.37,IDN
14581,Sweet potatoes,1990,2702.0,2432.0,27.05,IDN
14582,Sweet potatoes,1990,2702.0,2432.0,27.11,IDN
14583,Sweet potatoes,1990,2702.0,2432.0,27.18,IDN
14584,Sweet potatoes,1990,2702.0,2432.0,26.79,IDN
14585,Sweet potatoes,1990,2702.0,2432.0,27.47,IDN
14586,Cassava,1991,2702.0,3259.0,25.27,IDN
14587,Cassava,1991,2702.0,3259.0,27.04,IDN
14588,Cassava,1991,2702.0,3259.0,26.92,IDN
14589,Cassava,1991,2702.0,3259.0,27.05,IDN
14590,Cassava,1991,2702.0,3259.0,26.61,IDN
14591,Cassava,1991,2702.0,3259.0,27.21,IDN
14592,Maize,1991,2702.0,3259.0,25.27,IDN
14593,Maize,1991,2702.0,3259.0,27.04,IDN
14594,Maize,1991,2702.0,3259.0,26.92,IDN
14595,Maize,1991,2702.0,3259.0,27.05,IDN
14596,Maize,1991,2702.0,3259.0,26.61,IDN
14597,Maize,1991,2702.0,3259.0,27.21,IDN
14598,Potatoes,1991,2702.0,3259.0,25.27,IDN
14599,Potatoes,1991,2702.0,3259.0,27.04,IDN
14600,Potatoes,1991,2702.0,3259.0,26.92,IDN
14601,Potatoes,1991,2702.0,3259.0,27.05,IDN
14602,Potatoes,1991,2702.0,3259.0,26.61,IDN
14603,Potatoes,1991,2702.0,3259.0,27.21,IDN
14604,"Rice, paddy",1991,2702.0,3259.0,25.27,IDN
14605,"Rice, paddy",1991,2702.0,3259.0,27.04,IDN
14606,"Rice, paddy",1991,2702.0,3259.0,26.92,IDN
14607,"Rice, paddy",1991,2702.0,3259.0,27.05,IDN
14608,"Rice, paddy",1991,2702.0,3259.0,26.61,IDN
14609,"Rice, paddy",1991,2702.0,3259.0,27.21,IDN
14610,Soybeans,1991,2702.0,3259.0,25.27,IDN
14611,Soybeans,1991,2702.0,3259.0,27.04,IDN
14612,Soybeans,1991,2702.0,3259.0,26.92,IDN
14613,Soybeans,1991,2702.0,3259.0,27.05,IDN
14614,Soybeans,1991,2702.0,3259.0,26.61,IDN
14615,Soybeans,1991,2702.0,3259.0,27.21,IDN
14616,Sweet potatoes,1991,2702.0,3259.0,25.27,IDN
14617,Sweet potatoes,1991,2702.0,3259.0,27.04,IDN
14618,Sweet potatoes,1991,2702.0,3259.0,26.92,IDN
14619,Sweet potatoes,1991,2702.0,3259.0,27.05,IDN
14620,Sweet potatoes,1991,2702.0,3259.0,26.61,IDN
14621,Sweet potatoes,1991,2702.0,3259.0,27.21,IDN
14622,Cassava,1992,2702.0,825.0,25.17,IDN
14623,Cassava,1992,2702.0,825.0,26.96,IDN
14624,Cassava,1992,2702.0,825.0,27.01,IDN
14625,Cassava,1992,2702.0,825.0,27.2,IDN
14626,Cassava,1992,2702.0,825.0,26.72,IDN
14627,Cassava,1992,2702.0,825.0,27.4,IDN
14628,Maize,1992,2702.0,825.0,25.17,IDN
14629,Maize,1992,2702.0,825.0,26.96,IDN
14630,Maize,1992,2702.0,825.0,27.01,IDN
14631,Maize,1992,2702.0,825.0,27.2,IDN
14632,Maize,1992,2702.0,825.0,26.72,IDN
14633,Maize,1992,2702.0,825.0,27.4,IDN
14634,Potatoes,1992,2702.0,825.0,25.17,IDN
14635,Potatoes,1992,2702.0,825.0,26.96,IDN
14636,Potatoes,1992,2702.0,825.0,27.01,IDN
14637,Potatoes,1992,2702.0,825.0,27.2,IDN
14638,Potatoes,1992,2702.0,825.0,26.72,IDN
14639,Potatoes,1992,2702.0,825.0,27.4,IDN
14640,"Rice, paddy",1992,2702.0,825.0,25.17,IDN
14641,"Rice, paddy",1992,2702.0,825.0,26.96,IDN
14642,"Rice, paddy",1992,2702.0,825.0,27.01,IDN
14643,"Rice, paddy",1992,2702.0,825.0,27.2,IDN
14644,"Rice, paddy",1992,2702.0,825.0,26.72,IDN
14645,"Rice, paddy",1992,2702.0,825.0,27.4,IDN
14646,Soybeans,1992,2702.0,825.0,25.17,IDN
14647,Soybeans,1992,2702.0,825.0,26.96,IDN
14648,Soybeans,1992,2702.0,825.0,27.01,IDN
14649,Soybeans,1992,2702.0,825.0,27.2,IDN
14650,Soybeans,1992,2702.0,825.0,26.72,IDN
14651,Soybeans,1992,2702.0,825.0,27.4,IDN
14652,Sweet potatoes,1992,2702.0,825.0,25.17,IDN
14653,Sweet potatoes,1992,2702.0,825.0,26.96,IDN
14654,Sweet potatoes,1992,2702.0,825.0,27.01,IDN
14655,Sweet potatoes,1992,2702.0,825.0,27.2,IDN
14656,Sweet potatoes,1992,2702.0,825.0,26.72,IDN
14657,Sweet potatoes,1992,2702.0,825.0,27.4,IDN
14658,Cassava,1993,2702.0,1597.0,25.46,IDN
14659,Cassava,1993,2702.0,1597.0,27.04,IDN
14660,Cassava,1993,2702.0,1597.0,26.9,IDN
14661,Cassava,1993,2702.0,1597.0,27.21,IDN
14662,Cassava,1993,2702.0,1597.0,26.88,IDN
14663,Cassava,1993,2702.0,1597.0,27.51,IDN
14664,Maize,1993,2702.0,1597.0,25.46,IDN
14665,Maize,1993,2702.0,1597.0,27.04,IDN
14666,Maize,1993,2702.0,1597.0,26.9,IDN
14667,Maize,1993,2702.0,1597.0,27.21,IDN
14668,Maize,1993,2702.0,1597.0,26.88,IDN
14669,Maize,1993,2702.0,1597.0,27.51,IDN
14670,Potatoes,1993,2702.0,1597.0,25.46,IDN
14671,Potatoes,1993,2702.0,1597.0,27.04,IDN
14672,Potatoes,1993,2702.0,1597.0,26.9,IDN
14673,Potatoes,1993,2702.0,1597.0,27.21,IDN
14674,Potatoes,1993,2702.0,1597.0,26.88,IDN
14675,Potatoes,1993,2702.0,1597.0,27.51,IDN
14676,"Rice, paddy",1993,2702.0,1597.0,25.46,IDN
14677,"Rice, paddy",1993,2702.0,1597.0,27.04,IDN
14678,"Rice, paddy",1993,2702.0,1597.0,26.9,IDN
14679,"Rice, paddy",1993,2702.0,1597.0,27.21,IDN
14680,"Rice, paddy",1993,2702.0,1597.0,26.88,IDN
14681,"Rice, paddy",1993,2702.0,1597.0,27.51,IDN
14682,Soybeans,1993,2702.0,1597.0,25.46,IDN
14683,Soybeans,1993,2702.0,1597.0,27.04,IDN
14684,Soybeans,1993,2702.0,1597.0,26.9,IDN
14685,Soybeans,1993,2702.0,1597.0,27.21,IDN
14686,Soybeans,1993,2702.0,1597.0,26.88,IDN
14687,Soybeans,1993,2702.0,1597.0,27.51,IDN
14688,Sweet potatoes,1993,2702.0,1597.0,25.46,IDN
14689,Sweet potatoes,1993,2702.0,1597.0,27.04,IDN
14690,Sweet potatoes,1993,2702.0,1597.0,26.9,IDN
14691,Sweet potatoes,1993,2702.0,1597.0,27.21,IDN
14692,Sweet potatoes,1993,2702.0,1597.0,26.88,IDN
14693,Sweet potatoes,1993,2702.0,1597.0,27.51,IDN
14694,Cassava,1994,2702.0,1597.0,25.21,IDN
14695,Cassava,1994,2702.0,1597.0,27.12,IDN
14696,Cassava,1994,2702.0,1597.0,26.97,IDN
14697,Cassava,1994,2702.0,1597.0,27.34,IDN
14698,Cassava,1994,2702.0,1597.0,26.56,IDN
14699,Cassava,1994,2702.0,1597.0,27.18,IDN
14700,Maize,1994,2702.0,1597.0,25.21,IDN
14701,Maize,1994,2702.0,1597.0,27.12,IDN
14702,Maize,1994,2702.0,1597.0,26.97,IDN
14703,Maize,1994,2702.0,1597.0,27.34,IDN
14704,Maize,1994,2702.0,1597.0,26.56,IDN
14705,Maize,1994,2702.0,1597.0,27.18,IDN
14706,Potatoes,1994,2702.0,1597.0,25.21,IDN
14707,Potatoes,1994,2702.0,1597.0,27.12,IDN
14708,Potatoes,1994,2702.0,1597.0,26.97,IDN
14709,Potatoes,1994,2702.0,1597.0,27.34,IDN
14710,Potatoes,1994,2702.0,1597.0,26.56,IDN
14711,Potatoes,1994,2702.0,1597.0,27.18,IDN
14712,"Rice, paddy",1994,2702.0,1597.0,25.21,IDN
14713,"Rice, paddy",1994,2702.0,1597.0,27.12,IDN
14714,"Rice, paddy",1994,2702.0,1597.0,26.97,IDN
14715,"Rice, paddy",1994,2702.0,1597.0,27.34,IDN
14716,"Rice, paddy",1994,2702.0,1597.0,26.56,IDN
14717,"Rice, paddy",1994,2702.0,1597.0,27.18,IDN
14718,Soybeans,1994,2702.0,1597.0,25.21,IDN
14719,Soybeans,1994,2702.0,1597.0,27.12,IDN
14720,Soybeans,1994,2702.0,1597.0,26.97,IDN
14721,Soybeans,1994,2702.0,1597.0,27.34,IDN
14722,Soybeans,1994,2702.0,1597.0,26.56,IDN
14723,Soybeans,1994,2702.0,1597.0,27.18,IDN
14724,Sweet potatoes,1994,2702.0,1597.0,25.21,IDN
14725,Sweet potatoes,1994,2702.0,1597.0,27.12,IDN
14726,Sweet potatoes,1994,2702.0,1597.0,26.97,IDN
14727,Sweet potatoes,1994,2702.0,1597.0,27.34,IDN
14728,Sweet potatoes,1994,2702.0,1597.0,26.56,IDN
14729,Sweet potatoes,1994,2702.0,1597.0,27.18,IDN
14730,Cassava,1995,2702.0,1597.0,25.46,IDN
14731,Cassava,1995,2702.0,1597.0,27.15,IDN
14732,Cassava,1995,2702.0,1597.0,27.08,IDN
14733,Cassava,1995,2702.0,1597.0,27.28,IDN
14734,Cassava,1995,2702.0,1597.0,26.74,IDN
14735,Cassava,1995,2702.0,1597.0,27.32,IDN
14736,Maize,1995,2702.0,1597.0,25.46,IDN
14737,Maize,1995,2702.0,1597.0,27.15,IDN
14738,Maize,1995,2702.0,1597.0,27.08,IDN
14739,Maize,1995,2702.0,1597.0,27.28,IDN
14740,Maize,1995,2702.0,1597.0,26.74,IDN
14741,Maize,1995,2702.0,1597.0,27.32,IDN
14742,Potatoes,1995,2702.0,1597.0,25.46,IDN
14743,Potatoes,1995,2702.0,1597.0,27.15,IDN
14744,Potatoes,1995,2702.0,1597.0,27.08,IDN
14745,Potatoes,1995,2702.0,1597.0,27.28,IDN
14746,Potatoes,1995,2702.0,1597.0,26.74,IDN
14747,Potatoes,1995,2702.0,1597.0,27.32,IDN
14748,"Rice, paddy",1995,2702.0,1597.0,25.46,IDN
14749,"Rice, paddy",1995,2702.0,1597.0,27.15,IDN
14750,"Rice, paddy",1995,2702.0,1597.0,27.08,IDN
14751,"Rice, paddy",1995,2702.0,1597.0,27.28,IDN
14752,"Rice, paddy",1995,2702.0,1597.0,26.74,IDN
14753,"Rice, paddy",1995,2702.0,1597.0,27.32,IDN
14754,Soybeans,1995,2702.0,1597.0,25.46,IDN
14755,Soybeans,1995,2702.0,1597.0,27.15,IDN
14756,Soybeans,1995,2702.0,1597.0,27.08,IDN
14757,Soybeans,1995,2702.0,1597.0,27.28,IDN
14758,Soybeans,1995,2702.0,1597.0,26.74,IDN
14759,Soybeans,1995,2702.0,1597.0,27.32,IDN
14760,Sweet potatoes,1995,2702.0,1597.0,25.46,IDN
14761,Sweet potatoes,1995,2702.0,1597.0,27.15,IDN
14762,Sweet potatoes,1995,2702.0,1597.0,27.08,IDN
14763,Sweet potatoes,1995,2702.0,1597.0,27.28,IDN
14764,Sweet potatoes,1995,2702.0,1597.0,26.74,IDN
14765,Sweet potatoes,1995,2702.0,1597.0,27.32,IDN
14766,Cassava,1996,2702.0,1597.0,25.41,IDN
14767,Cassava,1996,2702.0,1597.0,27.07,IDN
14768,Cassava,1996,2702.0,1597.0,27.0,IDN
14769,Cassava,1996,2702.0,1597.0,27.2,IDN
14770,Cassava,1996,2702.0,1597.0,26.83,IDN
14771,Cassava,1996,2702.0,1597.0,27.53,IDN
14772,Maize,1996,2702.0,1597.0,25.41,IDN
14773,Maize,1996,2702.0,1597.0,27.07,IDN
14774,Maize,1996,2702.0,1597.0,27.0,IDN
14775,Maize,1996,2702.0,1597.0,27.2,IDN
14776,Maize,1996,2702.0,1597.0,26.83,IDN
14777,Maize,1996,2702.0,1597.0,27.53,IDN
14778,Potatoes,1996,2702.0,1597.0,25.41,IDN
14779,Potatoes,1996,2702.0,1597.0,27.07,IDN
14780,Potatoes,1996,2702.0,1597.0,27.0,IDN
14781,Potatoes,1996,2702.0,1597.0,27.2,IDN
14782,Potatoes,1996,2702.0,1597.0,26.83,IDN
14783,Potatoes,1996,2702.0,1597.0,27.53,IDN
14784,"Rice, paddy",1996,2702.0,1597.0,25.41,IDN
14785,"Rice, paddy",1996,2702.0,1597.0,27.07,IDN
14786,"Rice, paddy",1996,2702.0,1597.0,27.0,IDN
14787,"Rice, paddy",1996,2702.0,1597.0,27.2,IDN
14788,"Rice, paddy",1996,2702.0,1597.0,26.83,IDN
14789,"Rice, paddy",1996,2702.0,1597.0,27.53,IDN
14790,Soybeans,1996,2702.0,1597.0,25.41,IDN
14791,Soybeans,1996,2702.0,1597.0,27.07,IDN
14792,Soybeans,1996,2702.0,1597.0,27.0,IDN
14793,Soybeans,1996,2702.0,1597.0,27.2,IDN
14794,Soybeans,1996,2702.0,1597.0,26.83,IDN
14795,Soybeans,1996,2702.0,1597.0,27.53,IDN
14796,Sweet potatoes,1996,2702.0,1597.0,25.41,IDN
14797,Sweet potatoes,1996,2702.0,1597.0,27.07,IDN
14798,Sweet potatoes,1996,2702.0,1597.0,27.0,IDN
14799,Sweet potatoes,1996,2702.0,1597.0,27.2,IDN
14800,Sweet potatoes,1996,2702.0,1597.0,26.83,IDN
14801,Sweet potatoes,1996,2702.0,1597.0,27.53,IDN
14802,Cassava,1997,2702.0,1597.0,25.52,IDN
14803,Cassava,1997,2702.0,1597.0,27.37,IDN
14804,Cassava,1997,2702.0,1597.0,27.26,IDN
14805,Cassava,1997,2702.0,1597.0,27.62,IDN
14806,Cassava,1997,2702.0,1597.0,26.83,IDN
14807,Cassava,1997,2702.0,1597.0,27.46,IDN
14808,Maize,1997,2702.0,1597.0,25.52,IDN
14809,Maize,1997,2702.0,1597.0,27.37,IDN
14810,Maize,1997,2702.0,1597.0,27.26,IDN
14811,Maize,1997,2702.0,1597.0,27.62,IDN
14812,Maize,1997,2702.0,1597.0,26.83,IDN
14813,Maize,1997,2702.0,1597.0,27.46,IDN
14814,Potatoes,1997,2702.0,1597.0,25.52,IDN
14815,Potatoes,1997,2702.0,1597.0,27.37,IDN
14816,Potatoes,1997,2702.0,1597.0,27.26,IDN
14817,Potatoes,1997,2702.0,1597.0,27.62,IDN
14818,Potatoes,1997,2702.0,1597.0,26.83,IDN
14819,Potatoes,1997,2702.0,1597.0,27.46,IDN
14820,"Rice, paddy",1997,2702.0,1597.0,25.52,IDN
14821,"Rice, paddy",1997,2702.0,1597.0,27.37,IDN
14822,"Rice, paddy",1997,2702.0,1597.0,27.26,IDN
14823,"Rice, paddy",1997,2702.0,1597.0,27.62,IDN
14824,"Rice, paddy",1997,2702.0,1597.0,26.83,IDN
14825,"Rice, paddy",1997,2702.0,1597.0,27.46,IDN
14826,Soybeans,1997,2702.0,1597.0,25.52,IDN
14827,Soybeans,1997,2702.0,1597.0,27.37,IDN
14828,Soybeans,1997,2702.0,1597.0,27.26,IDN
14829,Soybeans,1997,2702.0,1597.0,27.62,IDN
14830,Soybeans,1997,2702.0,1597.0,26.83,IDN
14831,Soybeans,1997,2702.0,1597.0,27.46,IDN
14832,Sweet potatoes,1997,2702.0,1597.0,25.52,IDN
14833,Sweet potatoes,1997,2702.0,1597.0,27.37,IDN
14834,Sweet potatoes,1997,2702.0,1597.0,27.26,IDN
14835,Sweet potatoes,1997,2702.0,1597.0,27.62,IDN
14836,Sweet potatoes,1997,2702.0,1597.0,26.83,IDN
14837,Sweet potatoes,1997,2702.0,1597.0,27.46,IDN
14838,Cassava,1998,2702.0,1597.0,25.81,IDN
14839,Cassava,1998,2702.0,1597.0,27.58,IDN
14840,Cassava,1998,2702.0,1597.0,27.72,IDN
14841,Cassava,1998,2702.0,1597.0,27.77,IDN
14842,Cassava,1998,2702.0,1597.0,27.28,IDN
14843,Cassava,1998,2702.0,1597.0,27.9,IDN
14844,Maize,1998,2702.0,1597.0,25.81,IDN
14845,Maize,1998,2702.0,1597.0,27.58,IDN
14846,Maize,1998,2702.0,1597.0,27.72,IDN
14847,Maize,1998,2702.0,1597.0,27.77,IDN
14848,Maize,1998,2702.0,1597.0,27.28,IDN
14849,Maize,1998,2702.0,1597.0,27.9,IDN
14850,Potatoes,1998,2702.0,1597.0,25.81,IDN
14851,Potatoes,1998,2702.0,1597.0,27.58,IDN
14852,Potatoes,1998,2702.0,1597.0,27.72,IDN
14853,Potatoes,1998,2702.0,1597.0,27.77,IDN
14854,Potatoes,1998,2702.0,1597.0,27.28,IDN
14855,Potatoes,1998,2702.0,1597.0,27.9,IDN
14856,"Rice, paddy",1998,2702.0,1597.0,25.81,IDN
14857,"Rice, paddy",1998,2702.0,1597.0,27.58,IDN
